sourceId	targetId	needGoodsId	needGoodsCount	needPoint	needMoney	needHonor
当前VIP装备id	目标VIP装备id	需求材料id	需求材料数量	游戏币	人民币	荣誉
1045000039	1045000040	0	0	10000	0	0
1045000008	1045000010	0	0	10000	0	0
1045000042	1045000119	0	0	20000	0	0
1045000044	1045000120	0	0	20000	0	0
1045000502	1045000603	0	0	30000	0	0
1045000503	1045000604	0	0	30000	0	0
1045000504	1045000605	0	0	40000	0	0
1045000505	1045000606	0	0	40000	0	0
1045000506	1045000607	0	0	50000	0	0
1045000137	1045000139	0	0	50000	0	0
1045000138	1045000140	0	0	60000	0	0
1045000182	1045000184	0	0	100000	0	0
1045000183	1045000185	0	0	200000	0	0
1045000500	1045000601	0	0	500000	0	0
1045000501	1045000602	1045010407	1	500000	0	0
1045000507	1045000608	1045010407	2	500000	0	0
1045000040	1045000039	0	0	10000	0	0
1045000010	1045000008	0	0	10000	0	0
1045000119	1045000042	0	0	20000	0	0
1045000120	1045000044	0	0	20000	0	0
1045000603	1045000502	0	0	30000	0	0
1045000604	1045000503	0	0	30000	0	0
1045000605	1045000504	0	0	40000	0	0
1045000606	1045000505	0	0	40000	0	0
1045000607	1045000506	0	0	50000	0	0
1045000139	1045000137	0	0	50000	0	0
1045000140	1045000138	0	0	60000	0	0
1045000184	1045000182	0	0	100000	0	0
1045000185	1045000183	0	0	200000	0	0
1045000601	1045000500	0	0	500000	0	0
1045000602	1045000501	1045010407	1	500000	0	0
1045000608	1045000507	1045010407	2	500000	0	0
1045000508	1045000609	1045010407	3	800000	0	0
1045000609	1045000508	1045010407	3	800000	0	0
