dropId	goodsId	goodsName	count
掉宝组ID	物品ID	物品名称	数量
1000101	1045000281	一袋金币	1
1000102	1045000347	精炼砂石	1
1000103	1045000281	一袋金币	1
1000104	1045012001	行动值小礼包	1
1000105	1045000282	一大袋金币	1
1000106	1045000282	一大袋金币	1
1000201	1045000281	一袋金币	1
1000202	1045000282	一大袋金币	1
1000203	1045000283	一桶金币	1
1000204	1045010412	进化原石	1
1000205	1045010423	进化小元宝	1
1000206	1045000290	时之沙	1
1000207	1045028037	白银圣殿礼券	1
1000208	1045000344	星星石	1
1000209	1045010406	72变宝石	1
1000301	1045000348	精炼宝石	6
1000302	1045010409	炼化宝石	300
1000303	1045000347	精炼砂石	20
1000304	1045000343	魔幻药水	6
1000305	1045010440	爆击伤害宝石·天	12
1000306	1045010441	爆击伤害宝石·地	12
1000307	1045000344	星星石	1
1000308	1045028037	白银圣殿礼券	3
1000309	1045000379	岩石之盾碎片（光）	1
1000310	1045000380	寒冰之盾碎片（光）	1
1000311	1045000381	岩石之盾碎片（暗）	1
1000312	1045000382	寒冰之盾碎片（暗）	1
1000401	1045000343	魔幻药水	2
1000402	1045000348	精炼宝石	2
1000403	1045000031	1小时4倍经验卡	2
1000404	1045012001	行动值小礼包	6
1000405	1045000501	两千万生命宝石	2
1000406	1045000602	两千万精力宝石	2
1000501	1045000281	一袋金币	1
1000502	1045000282	一大袋金币	1
1000503	1045000347	精炼砂石	1
1000504	1045000283	一桶金币	1
1000505	1045010423	进化小元宝	1
1000506	1045000290	时之沙	1
1000507	1045010409	炼化宝石	200
1000508	1045000344	星星石	1
1000509	1045010406	72变宝石	1
1000601	1045000388	月亮石碎片	1
1000602	1045010409	炼化宝石	300
1000603	1045000389	500亿守护经验包	10
1000604	1045000347	精炼砂石	20
1000605	1045000348	精炼宝石	5
1000606	1045000343	魔幻药水	6
1000607	1045000344	星星石	1
1000608	1045000379	岩石之盾碎片（光）	1
1000609	1045000380	寒冰之盾碎片（光）	1
1000610	1045000381	岩石之盾碎片（暗）	1
1000611	1045000382	寒冰之盾碎片（暗）	1
