dropId	goodsId	goodsName	count
掉宝组ID	物品ID	物品名称	数量
700101	1045000136	代金券礼包（1000）	3
700201	1045000136	代金券礼包（1000）	3
700301	1050007105	甜心冰激凌·风	1
700301	1050007106	山寨辣椒水·风	1
700301	1050007107	苍蝇拍·风	1
700301	1050207112	上古玄衣·风	1
700301	1050207113	奇妙之衣·风	1
700301	1050207114	王者圣衣·风	1
700301	1050307118	上古玄裤·风	1
700301	1050307119	秒秒之裤·风	1
700301	1050307120	王者圣裤·风	1
700301	1050407124	上古之鞋·风	1
700301	1050407125	秒秒皮鞋·风	1
700301	1050407126	王者圣靴·风	1
700301	1050607130	上古之手·风	1
700301	1050607131	秒秒手套·风	1
700301	1050607132	王者之手·风	1
700301	1050011105	甜心冰激凌·火	1
700301	1050011106	山寨辣椒水·火	1
700301	1050011107	苍蝇拍·火	1
700301	1050211112	上古玄衣·火	1
700301	1050211113	奇妙之衣·火	1
700301	1050211114	王者圣衣·火	1
700301	1050311118	上古玄裤·火	1
700301	1050311119	秒秒之裤·火	1
700301	1050311120	王者圣裤·火	1
700301	1050411124	上古之鞋·火	1
700301	1050411125	秒秒皮鞋·火	1
700301	1050411126	王者圣靴·火	1
700301	1050611130	上古之手·火	1
700301	1050611131	秒秒手套·火	1
700301	1050611132	王者之手·火	1
700301	1050010105	甜心冰激凌·林	1
700301	1050010106	山寨辣椒水·林	1
700301	1050010107	苍蝇拍·林	1
700301	1050210112	上古玄衣·林	1
700301	1050210113	奇妙之衣·林	1
700301	1050210114	王者圣衣·林	1
700301	1050310118	上古玄裤·林	1
700301	1050310119	秒秒之裤·林	1
700301	1050310120	王者圣裤·林	1
700301	1050410124	上古之鞋·林	1
700301	1050410125	秒秒皮鞋·林	1
700301	1050410126	王者圣靴·林	1
700301	1050610130	上古之手·林	1
700301	1050610131	秒秒手套·林	1
700301	1050610132	王者之手·林	1
700301	1050005105	甜心冰激凌·山	1
700301	1050005106	山寨辣椒水·山	1
700301	1050005107	苍蝇拍·山	1
