dropId	goodsId	goodsName	count
掉宝组ID	物品ID	物品名称	数量
100101	1042200101	素材之星·天上	5
100101	1042200201	素材之星·天下	5
100101	1045000229	奇妙精华	2
100101	1042010102	奇妙宝石	2
100101	1045011002	形象进化宝石	2
100101	1045000258	一百点荣誉值兑换道具	1
100101	1045000258	一百点荣誉值兑换道具	1
100101	1045010378	月玲珑宝石·天	1
100101	1045010379	月玲珑宝石·地	1
100101	1045010378	月玲珑宝石·天	1
100101	1042200201	素材之星·天下	5
100101	1045000205	代金券礼包（20）	1
100201	1042200101	素材之星·天上	5
100201	1042200201	素材之星·天下	5
100201	1045000229	奇妙精华	2
100201	1042010102	奇妙宝石	2
100201	1045011002	形象进化宝石	2
100201	1045000258	一百点荣誉值兑换道具	1
100201	1045000258	一百点荣誉值兑换道具	1
100201	1045010378	月玲珑宝石·天	1
100201	1045010379	月玲珑宝石·地	1
100201	1045010378	月玲珑宝石·天	1
100201	1045000205	代金券礼包（20）	1
100201	1045000205	代金券礼包（20）	1
100301	1045000182	二百五十万生命宝石	1
100301	1045000184	二百五十万精力宝石	1
100301	1045000022	1小时3倍经验卡	1
100301	1045000205	代金券礼包（20）	1
100301	1045012001	行动值小礼包	2
100301	1045010409	炼化宝石	40
100301	1045010390	水晶卡哇伊宝石·天	1
100301	1045010391	水晶卡哇伊宝石·地	1
100401	1045000182	二百五十万生命宝石	1
100401	1045000184	二百五十万精力宝石	1
100401	1045000022	1小时3倍经验卡	1
100401	1045000205	代金券礼包（20）	1
100401	1045012001	行动值小礼包	2
100401	1045010409	炼化宝石	40
100401	1045010390	水晶卡哇伊宝石·天	1
100401	1045010391	水晶卡哇伊宝石·地	1
100501	1045000183	五百万生命宝石	1
100501	1045000185	五百万精力宝石	1
100501	1045000031	1小时4倍经验卡	1
100501	1045000206	代金券礼包（50）	1
100501	1045010409	炼化宝石	80
100501	1045000043	大喇叭	10
100501	1045010416	天地辅助宝石·天	1
100501	1045010417	天地辅助宝石·地	1
100501	1045000275	五百点荣誉值兑换道具	1
100601	1045000183	五百万生命宝石	1
100601	1045000185	五百万精力宝石	1
100601	1045000031	1小时4倍经验卡	1
100601	1045000206	代金券礼包（50）	1
100601	1045010409	炼化宝石	80
100601	1045000043	大喇叭	10
100601	1045010416	天地辅助宝石·天	1
100601	1045010417	天地辅助宝石·地	1
100601	1045000275	五百点荣誉值兑换道具	1
100701	1045010409	炼化宝石	160
100701	1045010400	大七福宝石	1
100701	1045012001	行动值小礼包	5
100701	1045000500	一千万生命宝石	1
100701	1045000601	一千万精力宝石	1
100801	1045010409	炼化宝石	160
100801	1045010400	大七福宝石	1
100801	1045012001	行动值小礼包	5
100801	1045000500	一千万生命宝石	1
100801	1045000601	一千万精力宝石	1
