dropId	goodsId	goodsName	count
掉宝组ID	物品ID	物品名称	数量
400101	1045000276	一千点荣誉值兑换道具	1
400101	1045000276	一千点荣誉值兑换道具	1
400101	1045000183	五百万生命宝石	1
400101	1045000185	五百万精力宝石	1
400101	1045000022	1小时3倍经验卡	2
400101	1045010409	炼化宝石	40
400101	1045012001	行动值小礼包	3
400101	1045000282	一大袋金币	1
400101	1042200101	素材之星·天上	40
400101	1042200201	素材之星·天下	20
400101	1045000229	奇妙精华	10
400101	1042010102	奇妙宝石	5
400101	1042200301	素材之星·天地	5
400101	1045011002	形象进化宝石	5
400101	1042202201	汽车人之星	1
400201	1045000276	一千点荣誉值兑换道具	1
400201	1045000276	一千点荣誉值兑换道具	1
400201	1045000183	五百万生命宝石	1
400201	1045000185	五百万精力宝石	1
400201	1045000022	1小时3倍经验卡	2
400201	1045010409	炼化宝石	40
400201	1045012001	行动值小礼包	3
400201	1045000282	一大袋金币	1
400201	1042200101	素材之星·天上	40
400201	1042200201	素材之星·天下	20
400201	1045000229	奇妙精华	10
400201	1042010102	奇妙宝石	5
400201	1042200301	素材之星·天地	5
400201	1045011002	形象进化宝石	5
400201	1042202201	汽车人之星	1
400301	1045000276	一千点荣誉值兑换道具	1
400301	1045000276	一千点荣誉值兑换道具	1
400301	1045000183	五百万生命宝石	1
400301	1045000185	五百万精力宝石	1
400301	1045000022	1小时3倍经验卡	2
400301	1045010409	炼化宝石	40
400301	1045012001	行动值小礼包	3
400301	1045000282	一大袋金币	1
400301	1042200101	素材之星·天上	40
400301	1042200201	素材之星·天下	20
400301	1045000229	奇妙精华	10
400301	1042010102	奇妙宝石	5
400301	1042200301	素材之星·天地	5
400301	1045011002	形象进化宝石	5
400301	1042202201	汽车人之星	1
400401	1045000276	一千点荣誉值兑换道具	1
400401	1045000276	一千点荣誉值兑换道具	1
400401	1045000183	五百万生命宝石	1
400401	1045000185	五百万精力宝石	1
400401	1045000022	1小时3倍经验卡	2
400401	1045010409	炼化宝石	40
400401	1045012001	行动值小礼包	3
400401	1045000282	一大袋金币	1
400401	1042200101	素材之星·天上	40
400401	1042200201	素材之星·天下	20
400401	1045000229	奇妙精华	10
400401	1042010102	奇妙宝石	5
400401	1042200301	素材之星·天地	5
400401	1045011002	形象进化宝石	5
400401	1042202201	汽车人之星	1
400501	1045000276	一千点荣誉值兑换道具	3
400501	1045000276	一千点荣誉值兑换道具	3
400501	1045000501	两千万生命宝石	1
400501	1045000602	两千万精力宝石	1
400501	1045000031	1小时4倍经验卡	2
400501	1045010409	炼化宝石	80
400501	1045000206	代金券礼包（50）	1
400501	1045010423	进化小元宝	1
400501	1045010406	72变宝石	1
400501	1045010400	大七福宝石	1
400501	1045012001	行动值小礼包	6
400601	1045000276	一千点荣誉值兑换道具	3
400601	1045000276	一千点荣誉值兑换道具	3
400601	1045000501	两千万生命宝石	1
400601	1045000602	两千万精力宝石	1
400601	1045000031	1小时4倍经验卡	2
400601	1045010409	炼化宝石	80
400601	1045000206	代金券礼包（50）	1
400601	1045010423	进化小元宝	1
400601	1045010406	72变宝石	1
400601	1045010400	大七福宝石	1
400601	1045012001	行动值小礼包	6
400701	1045000276	一千点荣誉值兑换道具	3
400701	1045000276	一千点荣誉值兑换道具	3
400701	1045000501	两千万生命宝石	1
400701	1045000602	两千万精力宝石	1
400701	1045000031	1小时4倍经验卡	2
400701	1045010409	炼化宝石	80
400701	1045000206	代金券礼包（50）	1
400701	1045010423	进化小元宝	1
400701	1045010406	72变宝石	1
400701	1045010400	大七福宝石	1
400701	1045012001	行动值小礼包	6
400801	1045000331	一万点荣誉值兑换道具	1
400801	1045000135	代金券礼包（100）	3
400801	1045010400	大七福宝石	5
400801	1045010360	暗影晶石	5
400801	1045010409	炼化宝石	500
400801	1045011001	进化宝石	1
400801	1045000344	星星石	1
